Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,SteerTorque,SteerRate,SteerAngle,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed
-110.9334716796875,32.2854118347168,29.168828236431768,-501.74,-1.3491768000000002,0.0,1.0,3.2,29.165421712545506,29.239036187575838,29.23722895006067,29.191325331303087
-110.93346405029297,32.28540802001953,28.643229242193165,-501.74000000000007,-1.3491768000000002,0.0,-0.15345791171184478,3.1999999999999997,28.66958588091431,28.698688622895304,28.8386886228953,28.749102741980998
-110.93345642089844,32.28540802001953,28.206169616091287,-501.74,-1.3491768000000002,0.0,0.0,3.2,28.215121979853954,28.192113926131157,28.325609899269768,28.15536593956186
-110.9334487915039,32.285404205322266,27.576484863221886,-501.74,-1.3700418985638403,0.0,0.6668964042113268,3.2,27.625871498070794,27.560802717664828,27.620802717664823,27.555068780405975
-110.93344116210938,32.285400390625,27.083190469669997,-501.74000000000007,-1.3491768000000002,0.0,0.028357331766088744,3.1999999999999997,27.05111183923111,27.05,27.1465502057897,27.056842450162105
-110.93343353271484,32.285400390625,26.406927780806335,-501.74,-1.3491768000000004,0.0,-0.5573229918955949,3.2,26.49846754224121,26.56601560982715,26.50754806758594,26.476935084482427
-110.93341827392578,32.28539276123047,25.430000000000003,-501.74,-1.3647195639239675,0.0,-2.7470034142915947,3.4000000000000004,25.430374045256624,25.481978371047184,25.483956742094367,25.42753943893211
-110.93341064453125,32.28539276123047,24.937682754283916,-501.74,-1.3491768000000002,0.0,-2.8292137018295054,3.7,24.933522440350348,25.005870733917245,25.132335125339775,24.988219027484146
-110.93340301513672,32.2853889465332,24.39902431702191,-501.74984423829324,-1.3491768000000002,0.0,0.34404883483427723,3.8,24.426573987817985,24.400455153469483,24.42104932521199,24.39716815956049
-110.93339538574219,32.2853889465332,24.60697197876805,-501.74000000000007,-1.3491768000000002,0.0,-1.0,3.8000000000000003,23.91176626161544,23.94706504646176,23.92118191565404,23.8788313080772
-110.93338775634766,32.28538513183594,23.28961926764468,-501.74,-1.246104,0.0,0.0,3.900000000000001,23.431592876980886,23.41805307256051,23.457079608840758,23.3796459495414
-110.9333724975586,32.28538131713867,22.319721387599017,-501.73999999999995,-1.2461040000000003,0.0,-3.16641028185788,4.1000000000000005,22.48782361308677,22.365170697012804,22.418911806543388,22.43469416785206
-110.93335723876953,32.285377502441406,21.653672602185353,-501.76,-1.246104,0.0,0.5700953678474114,4.1000000000000005,21.58313162970106,21.575686837029895,21.575878977820636,21.53175795564127
-110.93335723876953,32.285377502441406,21.016523043425668,-501.76,-1.1452112851653908,0.0,-0.6431412774261339,4.1000000000000005,20.965555623352536,21.04355559894562,21.141111124670505,21.01466672361613
-110.933349609375,32.28537368774414,20.40987709523923,-501.7470054681504,-1.246104,0.0,0.2268164381044265,4.1000000000000005,20.5764988572044,20.588993143226393,20.522494286021992,20.577746000215395
-110.93334197998047,32.28537368774414,19.950660820158102,-501.73999999999995,-1.2461040000000003,0.0,0.0,4.1000000000000005,19.9344711049804,19.97025954697256,20.031576883984325,19.94157688398432
-110.93333435058594,32.285369873046875,19.348065456282846,-501.74,-1.231225979891083,0.0,0.0,4.1000000000000005,19.47,19.514607692582405,19.667417949358953,19.51101282097068
-110.93333435058594,32.285369873046875,19.09035578174932,-501.74,-1.1414928,0.0,0.39446328187739804,4.1000000000000005,19.07551438410216,19.031371690939093,19.087228997776027,19.057228997776026
-110.9333267211914,32.28536605834961,18.62,-501.75999999999993,-1.2461040000000003,0.0,0.6998430365296804,4.1000000000000005,18.575366866473505,18.600607983671363,18.596582833816232,18.542557683961103
-110.93331909179688,32.28536605834961,17.739842255411983,-501.74,-1.246104,0.0,0.0,4.1000000000000005,18.090902296733717,18.06786972897829,18.122213918230102,18.073525539726482
-110.93331146240234,32.28536605834961,17.59410518626735,-501.73999999999995,-1.2074452180810173,0.0,-0.4028978944985285,4.1000000000000005,17.580762186431016,17.622286559293045,17.63022353667807,17.57304874572406
-110.93331146240234,32.285362243652344,16.8834220719769,-501.73999999999995,-1.2461039999999999,0.0,-0.12205079622862815,4.1000000000000005,17.15114038815696,17.19076025877131,17.170760258771306,17.083165226424892
-110.93330383300781,32.285362243652344,16.37,-501.76,-1.246104,0.0,0.0,4.1,16.63646257694959,16.660829272930382,16.647729184988,16.641004206973594
-110.93329620361328,32.28535842895508,16.18,-501.74,-1.264932266894278,0.0,-0.16887060436869428,4.1,16.0920320311838,16.120053385306328,16.138056944326753,16.1020320311838
-110.93329620361328,32.28535842895508,15.748417327696766,-501.74,-1.3491768000000002,0.0,0.7026844857640907,4.1000000000000005,15.602611984822088,15.612421306350381,15.632611984822091,15.578217311409686
-110.93328857421875,32.28535842895508,14.930000000000001,-501.74,-1.3491768,0.0,-0.3648440743363697,4.100000000000001,15.032857125458245,15.088392828869647,15.071071406822805,15.068392828869646
-110.93328857421875,32.28535461425781,14.576071930976275,-501.73999999999995,-1.3491768000000004,0.0,0.0,4.1000000000000005,14.553218712369091,14.627414034276816,14.62773040759977,14.560632746645908
-110.93328094482422,32.28535461425781,13.93474012573787,-501.73999999999995,-1.246104,0.0,0.0,4.1000000000000005,14.079342686711819,14.066276955383,14.080145492725364,14.01240841804064
-110.93328094482422,32.28535461425781,13.417301338617147,-501.74000000000007,-1.3491768000000002,0.0,-0.33776381909547737,4.1000000000000005,13.528331297076093,13.525182017673924,13.462220864717395,13.46444172943479
-110.93327331542969,32.28535079956055,12.60276195145869,-501.74000000000007,-1.3491768000000004,0.0,0.4747723357125277,4.1,12.956728582980546,12.942429600913286,12.952429600913288,12.947195928269037
-110.93327331542969,32.28535079956055,11.776923782445198,-501.76000000000005,-1.3491768000000002,0.0,-0.28893709327548805,4.1,12.37544778490322,12.3712126845914,12.46151120786021,12.44544778490322
-110.93326568603516,32.28535079956055,12.116469227432649,-501.7594115379055,-1.453788,0.0,0.0,4.1000000000000005,11.869652269971063,11.898648343599534,11.828996073628472,11.81498036814236
-110.93326568603516,32.28534698486328,11.360985523251626,-501.74,-1.453788,0.0,0.28682704901082234,4.1000000000000005,11.158767957507258,11.347624482737322,11.394691989376815,11.353518992032612
-110.93325805664062,32.28534698486328,10.752740251438311,-501.74000000000007,-1.3491768000000002,0.0,0.07354314531191633,4.1000000000000005,10.796728156794066,10.994932076645659,10.857466038322828,10.82765050870502
-110.93325805664062,32.28534698486328,10.289256971827642,-501.74,-1.3491768000000002,0.0,1.0,4.1000000000000005,10.378273087179728,10.555510026667292,10.397582322051619,10.376200791795402
-110.9332504272461,32.28534698486328,10.015003357624293,-501.74,-1.246104,0.0,-0.7669660556520888,4.1000000000000005,9.95862339663247,10.022210415622212,9.946485736295717,9.902898717305977
-110.9332504272461,32.285343170166016,9.973755300769595,-501.74,-1.1982818796933312,0.0,-0.5281766885428523,4.1000000000000005,9.534487255907107,9.518334326792399,9.469359814978183,9.46589804725686
-110.9332504272461,32.285343170166016,8.68,-501.73999999999995,-1.1414928,0.0,0.6323549867853665,4.1000000000000005,9.035898244145098,9.041796488290196,9.089872805181374,9.085898244145099
-110.93324279785156,32.285343170166016,8.0,-501.74000000000007,-1.0384200000000001,0.0,-0.1463386935586445,4.1000000000000005,8.168883101639585,8.1857979679419,8.215053369034957,8.172340534790742
-110.93323516845703,32.285343170166016,7.3100000000000005,-501.76000000000005,-1.0384200000000001,0.0,0.9214724790014546,4.1000000000000005,7.454526708881311,7.509053417762623,7.491432050657575,7.427621367105051
-110.93323516845703,32.28533935546875,7.022714711729622,-501.752570230199,-1.0384200000000001,0.0,0.7491909385113269,4.1000000000000005,7.097745835636853,7.117745835636853,7.124244645818811,7.069496430545875
-110.93323516845703,32.28533935546875,6.68,-501.74000000000007,-0.9324025331825251,0.0,0.5022783368141257,4.1000000000000005,6.768217684078766,6.798514736732304,6.728514736732305,6.729108842039383
-110.9332275390625,32.28533935546875,6.3100000000000005,-501.74,-0.7261248000000001,0.0,-0.3445557906484689,4.1000000000000005,6.28104965227236,6.257442757792103,6.319542062336822,6.256164136688154
-110.9332275390625,32.28533935546875,5.999999999999999,-501.75999999999993,-0.623052,0.0,0.9889395234026392,4.1000000000000005,6.020136540884276,6.042619473273742,5.944965864778931,6.015102405663208
-110.9332275390625,32.28533935546875,5.75,-501.74,-0.623052,0.0,0.21179302045728035,4.1000000000000005,5.769643404225,5.7592868084500015,5.749286808450002,5.739643404225001
-110.9332275390625,32.285335540771484,5.439893443836022,-501.74000000000007,-0.5184408,0.0,0.0,4.1000000000000005,5.519156018749851,5.521867014062388,5.504578009374925,5.531023032812239
-110.93321990966797,32.285335540771484,5.2185125508008605,-501.76000000000005,-0.5184408,0.0,0.554576697807251,4.1000000000000005,5.277504692837739,5.297504692837739,5.277504692837739,5.251880866047174
-110.93321990966797,32.285335540771484,4.75,-501.74000000000007,-0.5184408,0.0,-0.12262596899224808,4.1000000000000005,4.83496509482873,4.811408625616417,4.84496509482873,4.851408625616417
-110.93321990966797,32.285335540771484,4.5,-501.73999999999995,-0.5184408,0.0,0.2611100693793362,4.1000000000000005,4.575669067837039,4.605401440702224,4.605669067837039,4.580535254269631
-110.93321990966797,32.285335540771484,4.31,-501.75999999999993,-0.5184408,0.0,0.0,4.1000000000000005,4.41105268907257,4.42105268907257,4.428421148454284,4.388421148454284
-110.93321990966797,32.285335540771484,4.0600000000000005,-501.73999999999995,-0.5184408,0.0,0.9214285714285715,4.1000000000000005,4.1467150955483305,4.1467150955483305,4.1467150955483305,4.11671509554833
-110.93321228027344,32.285335540771484,3.8137349024465776,-501.74,-0.5184408,0.0,0.0,4.1000000000000005,3.89,3.8902119278523872,3.893509939876989,3.92350993987699
-110.93321228027344,32.285335540771484,3.5814160710707372,-501.74,-0.5184407999999999,0.0,0.0,4.1000000000000005,3.6628710118234205,3.676088764779276,3.676088764779276,3.649653258867566
-110.93321228027344,32.285335540771484,3.3699999999999997,-501.76000000000005,-0.5184408,0.0,0.92381901354228,4.1000000000000005,3.4785517305200817,3.4928275957801223,3.4856896631501018,3.4456896631501013
-110.93321228027344,32.28533172607422,3.1519165296450335,-501.74,-0.5184408,0.0,0.0,4.1000000000000005,3.250260919361959,3.250260919361959,3.250260919361959,3.2400000000000007
-110.93321228027344,32.28533172607422,2.93,-501.7572430582669,-0.5184408,0.0,0.0,4.1000000000000005,3.042966893286532,3.048644595524355,3.042966893286532,3.015805744405444
-110.93321228027344,32.28533172607422,2.62,-501.74,-0.47900068320504857,0.0,0.0,4.1,2.710229194085773,2.7162750329029275,2.700229194085773,2.7
-110.93321228027344,32.28533172607422,2.43,-501.73999999999995,-0.415368,0.0,-0.06241906241906242,4.1000000000000005,2.533310486878085,2.537972584253702,2.5279725842537024,2.5300000000000002
-110.93321228027344,32.28533172607422,2.31,-501.73999999999995,-0.415368,0.0,0.7670698924731182,4.1000000000000005,2.4,2.39309985005285,2.4,2.382399400211401
-110.9332046508789,32.28533172607422,2.25,-501.74000000000007,-0.29905628205908336,0.0,0.6980399628474124,4.1000000000000005,2.3126418633159664,2.2738682194299726,2.1887736438859946,2.1799999999999997
-110.9332046508789,32.28533172607422,2.12,-501.74,-0.1297177588389805,0.0,5.833183218772221,3.7083408390613894,2.237504710144928,2.227504710144928,2.1950094202898556,2.1800000000000006
-110.9332046508789,32.28533172607422,2.25,-501.73999999999995,0.0,0.0,6.815512358081774,3.059224382095911,2.2600000000000002,2.25,2.24,2.2598997466909276
-110.9332046508789,32.28533172607422,2.2500000000000004,-501.74000000000007,0.0,0.0,-0.16607094436364533,2.7,2.3118085670828767,2.3059042835414383,2.3000000000000003,2.3018085670828765
-110.9332046508789,32.28533172607422,2.302462252911571,-501.73999999999995,0.0,0.0,0.978518689432395,2.6999999999999997,2.34,2.35,2.38,2.345967736291423
-110.9332046508789,32.28533172607422,2.3099999999999996,-501.74,0.0,0.0,0.0,2.6999999999999997,2.4,2.41,2.3892057340306314,2.404602867015316
-110.9332046508789,32.28533172607422,2.5,-501.74000000000007,0.0,0.0,0.0,2.6999999999999997,2.4211737894471694,2.4211737894471694,2.4211737894471694,2.43
-110.9332046508789,32.28533172607422,2.6200000000000006,-501.74000000000007,0.0,0.0,0.0,2.7000000000000006,2.5006383030361867,2.490638303036187,2.48547872727714,2.49
-110.9332046508789,32.28532791137695,2.6800000000000006,-501.74000000000007,0.0,0.0,0.0,2.7,2.604965916429477,2.586207395536846,2.5849659164294767,2.6
-110.9332046508789,32.28532791137695,2.93600039400133,-501.74331730430913,0.1460433107054596,0.0,0.20919263385016812,2.7,2.82,2.81,2.765400464168996,2.7854004641689953
-110.93319702148438,32.28532791137695,3.2500000000000004,-501.74000000000007,0.3107568,0.0,0.0,2.7,3.03776609787703,3.0199849829847527,3.0099849829847525,2.97776609787703
-110.93319702148438,32.28532791137695,3.56,-501.74,0.4572689410194086,0.0,0.0,2.7,3.383245373667628,3.377401045376082,3.34,3.3290897019591754
-110.93319702148438,32.28532791137695,3.9651984328186223,-501.74000000000007,0.685797094503749,0.0,-0.3632406859846245,2.7000000000000006,3.748931138418734,3.7589311384187334,3.7550475307210753,3.6950475307210757
-110.93319702148438,32.28532791137695,4.413675691369674,-501.74,0.830736,0.0,-0.16500086374966066,2.7,4.181013632951546,4.161013632951546,4.191013632951546,4.1231149962467
-110.93319702148438,32.28532791137695,4.920132953007155,-501.74,1.03842,0.0,0.0,2.7,4.711617472742851,4.699319656835706,4.737021840928562,4.746341497764268
-110.93319702148438,32.28532791137695,5.999999999999999,-501.74,1.3491768000000002,0.0,-1.0,2.7,5.872892834055594,5.872571408049417,5.815785668111189,5.852892834055595
-110.93318939208984,32.28532791137695,6.667609035503093,-501.74,1.4537879999999999,0.0,0.0,2.7,6.536372910580009,6.52894918339001,6.545762728100005,6.503796637770009
-110.93318939208984,32.28532791137695,7.231349360492658,-501.74,1.5568608000000004,0.0,-0.8351488379097435,2.7,7.214655834004453,7.230035056137193,7.249276611871714,7.186966222938085
-110.93318939208984,32.28532409667969,8.088095022331544,-501.74,1.7645448,0.0,0.0,2.7000000000000006,8.000073699801716,7.994795026159251,8.034795026159248,7.967434362980481
-110.93318939208984,32.28532409667969,8.734602587800369,-501.74000000000007,1.8691559999999998,0.0,0.0,2.7000000000000006,8.73273600465703,8.690008004268943,8.686376006597458,8.655464005045115
-110.93318176269531,32.28532409667969,9.538883408956403,-501.73999999999995,1.869156,0.0,0.0,2.7000000000000006,9.510016155088854,9.473344103392568,9.425347334410342,9.490016155088854
-110.93318176269531,32.28532409667969,10.244318955732123,-501.75856374201874,1.8691559999999998,0.0,0.0,2.7,10.153141512026671,10.083285378006668,10.149856134020004,10.133213445016668
-110.93318176269531,32.28532409667969,10.74771147949185,-501.74000000000007,1.869156,0.0,0.7989700598802396,2.7,10.76794315677299,10.795359175567341,10.842583981205648,10.852392768049603
-110.93317413330078,32.28532028198242,11.444992325056434,-501.74,1.7645448000000001,0.0,0.0,2.8000000000000003,11.481843407543437,11.496483228199043,11.503601793443911,11.489682331477088
-110.93317413330078,32.28532028198242,12.103002080019577,-501.7577604559959,1.7645448000000001,0.0,0.0,2.8000000000000003,12.123705776460648,12.141514591165702,12.174661702935376,12.113705776460648
-110.93316650390625,32.285316467285156,13.240237574552681,-501.74,1.5568608000000002,0.0,0.0,2.8000000000000007,13.246447350118235,13.252954513840589,13.263074141048824,13.246447350118235
-110.93315887451172,32.285316467285156,13.782556281771969,-501.74000000000007,1.5379236586294238,0.0,0.5435680566483083,2.8000000000000003,13.760847180764802,13.805161586010765,13.738427973770184,13.74705678426211
-110.93315887451172,32.285316467285156,14.481946679955152,-501.74000000000007,1.5568608000000002,0.0,-0.9873329654775328,2.8000000000000003,14.338173279941756,14.402404319864095,14.272404319864094,14.34846207984468
-110.93315124511719,32.285316467285156,15.429999999999998,-501.74,1.5568608000000002,0.0,0.0,2.8000000000000003,15.152069945669773,15.168104918504659,15.03813406253373,15.068046630446513
-110.93315124511719,32.28531265258789,16.040537562870906,-501.7434402759402,1.661472,0.0,0.729125049940072,2.8000000000000003,15.798580880808458,15.851152939529022,15.741152939529023,15.751152939529023
-110.93314361572266,32.28531265258789,16.44904904496166,-501.73999999999995,1.7645447999999997,0.0,0.01228668941979522,2.8,16.582330054032607,16.57560457001482,16.52784639802075,16.502285941019267
-110.93314361572266,32.28531265258789,17.121084781463928,-501.74000000000007,1.7645448000000001,0.0,0.28083505458837416,2.8000000000000003,17.18005761248151,17.192343146142466,17.16314339901713,17.110057612481512
-110.93313598632812,32.285308837890625,17.816084691170893,-501.73999999999995,1.7645448000000001,0.0,0.6841644995742527,2.7,17.836854771020892,17.861710415876193,17.791141733641474,17.841141733641475
-110.9331283569336,32.28530502319336,19.2945575831211,-501.74,1.661472,0.0,1.0,2.8,19.145406137505795,19.123505007662974,19.119564458067504,19.03584167943829
-110.93312072753906,32.28530502319336,19.929712809277735,-501.76000000000005,1.7645448,0.0,-0.8472610465401403,2.8000000000000003,19.863048845947393,19.864729631963403,19.794729631963406,19.78663842796798
-110.93311309814453,32.285301208496094,21.245259597580546,-501.72,1.8691560000000003,0.0,-0.08692221543473834,2.8000000000000003,21.387284636040352,21.285896291458016,21.24179258291603,21.25179258291603
-110.93309783935547,32.28529739379883,22.610407001769573,-501.74,1.7645448000000001,0.0,0.0,2.9,22.64883588794926,22.696296247357296,22.56259249471459,22.627566067653277
-110.93309020996094,32.28529739379883,23.275701587889454,-501.74,1.7645448000000001,0.0,-0.5843947542220964,2.9,23.389704729276307,23.39088581217109,23.10295270723696,23.183247977960654
-110.9330825805664,32.28529357910156,24.188665297256456,-501.73999999999995,1.869156,0.0,-0.3249994212561058,2.8000000000000003,24.071595781445513,24.014462491807183,24.037849967228745,23.913029136626346
-110.93307495117188,32.28529357910156,24.843848137535822,-501.75999999999993,1.9722288000000001,0.0,-2.5022540634061943,2.9000000000000004,24.95,24.518661254225993,24.768093305080715,24.74374577401077
-110.93307495117188,32.2852897644043,25.586469167134386,-501.74,1.869156,0.0,0.0,2.9999999999999996,25.56595638102944,25.61326452180949,25.423459296099757,25.465188944149634
-110.93305969238281,32.28528594970703,26.970300831667526,-501.74000000000007,1.8882311455529845,0.0,0.5274068949613744,3.0,27.070027354857288,27.01600547097146,27.052038296800202,26.996023707542985
-110.93304443359375,32.285282135009766,28.107045911269132,-501.75999999999993,1.8385060146494763,0.0,0.0,3.0999999999999996,28.218229066410004,28.215190888675004,28.208610843760024,28.168610843760028
-110.93303680419922,32.2852783203125,28.587533453075892,-501.73999999999995,1.7645448000000001,0.0,0.0,3.1,28.835388803408684,28.808849923067818,28.89231104272695,28.81923328204521
-110.93301391601562,32.285274505615234,29.783189447140806,-501.76,1.4537880000000003,0.0,0.0,3.1,29.736037633903404,29.81012544634467,29.788175624882545,29.75610035707574
-110.9330062866211,32.28527069091797,30.259416803805312,-501.75999999999993,1.3491768,0.0,0.0,3.1,30.314783047426843,30.322391523713424,30.273136802652445,30.233292489548802
-110.93299865722656,32.2852668762207,30.68,-501.75085396932246,1.246104,0.0,0.0,3.1,30.700688467351696,30.69619620616528,30.682753869406785,30.64032701027546
-110.93299102783203,32.2852668762207,31.29094882548302,-501.7399999999999,1.246104,0.0,0.0,3.1,31.101846125255527,31.09949996902682,31.091230750170354,31.100115344111998
-110.9329833984375,32.28526306152344,31.660864640883972,-501.74904781131994,1.246104,0.0,0.0,3.1,31.61745072273325,31.64788173455979,31.571705650459922,31.521921156373196
-110.93297576904297,32.28525924682617,32.190886302382715,-501.74,1.1414928,0.0,0.0,3.1,32.03886791098349,32.060754726011005,32.06773582196698,31.98094340751376
-110.93296813964844,32.28525924682617,32.80699297356723,-501.74,1.246104,0.0,0.0,3.1,32.61169573145075,32.61538828369723,32.64692552246482,32.50692552246482
-110.93295288085938,32.285255432128906,33.09628840003876,-501.75999999999993,1.1414928000000002,0.0,0.0,3.1,33.097225843990834,33.148903375963336,33.02335506394499,33.08503259591749
-110.93293762207031,32.285247802734375,33.95321402763978,-501.74,1.1414928,0.0,0.0,3.1000000000000005,34.07616951379763,34.126373193166884,33.974678055190545,33.91701708278581
-110.93292999267578,32.285247802734375,34.56,-501.74000000000007,1.1414928,0.0,0.0,3.1000000000000005,34.452491193617675,34.49163731205891,34.40825701135318,34.40911089291193
