Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed
1620595095.238137,-110.85162353515625,32.24607849121094,0.0,-4.999999999999999,0.0,45.99999999999999,0.0,-4.999999999999999,-1.0,3.0000000000000004,0.031224910261039487,0.0,0.0,0.0,0.0
1620595095.380101,-110.85162353515625,32.24609375,0.0,-5.854003969325802,0.0,46.00000000000001,0.0,-4.072998015337099,-1.0,3.0000000000000004,0.0,0.0,0.0,0.0,0.0
1620595095.447116,-110.85162353515625,32.24609375,0.0,-5.0,0.0,46.0,0.0,-4.0,-1.0,3.0,-0.1,0.0,0.0,0.0,0.0
1620595095.54518,-110.85161590576172,32.24609375,0.0,-4.825613481817285,0.0,46.0,0.0,-5.0,-1.0,3.0000000000000004,-0.2,0.0,0.0,0.0,0.0
1620595095.680533,-110.85161590576172,32.24609375,0.0,-5.940191755234255,0.0,46.0,0.0,-4.059808244765744,-1.0,2.9999999999999996,-0.20000000000000004,0.0,0.0,0.0,0.0
1620595095.757645,-110.85161590576172,32.24608612060547,0.0,-5.0,0.0,46.0,0.0,-4.812869336835194,-1.0,3.0,-0.30000000000000004,0.0,0.0,0.0,0.0
1620595095.849753,-110.85161590576172,32.2460823059082,0.0,-4.585904569212612,0.0,45.99999999999999,0.0,-4.585904569212612,-1.0,2.9999999999999996,-0.4,0.0,0.0,0.0,0.0
1620595095.957687,-110.85161590576172,32.24608612060547,0.0,-5.649560351718625,0.0,46.0,0.0,-4.1752198241406875,0.0,2.9999999999999996,-0.39999999999999997,0.0,0.0,0.0,0.0
1620595096.056738,-110.85161590576172,32.24608612060547,0.0,-5.0,0.0,46.00000000000001,0.0,-4.788603116932785,0.0,2.9999999999999996,-0.6,0.0,0.0,0.0,0.0
1620595096.166844,-110.85161590576172,32.24608612060547,0.0,-4.275065020267579,0.0,45.99999999999999,0.0,-4.724934979732421,0.0,2.9999999999999996,-0.6,0.0,0.0,0.0,0.0
