Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed
1620345693.282391,-110.94393920898438,32.240135192871094,62.554799211349334,5.707792285220294,-0.014794163842274942,158.20583615772506,-0.25,-13.118738448697309,0.0,1.5,-0.6000000000000001,63.018596048963765,62.81076354381287,62.794014786086535,62.71554187371227
1620345693.382413,-110.94393920898438,32.240150451660156,62.60999999999999,4.600733300689112,-0.17867553008050802,240.2386343366115,-0.25,-9.533577766896371,0.0,1.5,-0.5,62.89459190816183,62.83081618367633,62.61918381632368,62.691462037425914
1620345693.480686,-110.94393920898438,32.240169525146484,62.61,5.999999999999999,0.15385249764373232,199.85249764373233,0.0,-6.1139165900464425,0.0,1.5,-0.5,63.11910799923267,62.71101093420294,62.69095146748514,62.600832534049495
1620345693.577723,-110.94393920898438,32.24018478393555,62.7103185482439,2.4405616855321983,-0.06927033164592894,103.72966835407107,-0.25,-7.871325977361362,0.0,1.4999999999999998,-0.33601517268915954,62.90718813231783,62.68252472433784,62.6847920882119,62.64041582357623
1620345693.693868,-110.94393920898438,32.24020004272461,62.660000000000004,1.5414012005023219,0.029851893592543026,125.41621469324502,-0.25,-6.406050900376741,0.0,1.5,-0.20000000000000004,62.81311192715183,62.65460288316007,62.68854154777559,62.59076172989605
1620345693.78702,-110.94393920898438,32.24021530151367,62.72,3.917742034126353,0.0776351484127658,123.6351484127658,0.0,-10.484838847776894,0.0,1.5,-0.1,62.95992185666683,63.014062514666534,62.86625005866617,62.81390622800019
1620345693.889018,-110.94393920898438,32.240234375,62.72,10.789183015002001,0.044792111551025596,90.79211155102558,0.0,-7.0,0.0,1.4999999999999998,0.2805683646112601,63.065222793593,62.90363039145733,62.44815195728662,62.66433161922102
1620345693.991041,-110.94393920898438,32.24024963378906,62.660000000000004,7.983295026419922,0.03775969554186299,147.43921710764772,-0.25,-11.97772670189323,3.0000000000000004,1.5000000000000002,0.6000000000000001,63.21801100296235,63.00723750411435,62.76055249917713,62.93834250246862
1620345694.093054,-110.94393920898438,32.240264892578125,62.683779689859314,4.793767047762753,0.17231049735550125,218.3104973555013,0.025779119029655854,-5.103116476118624,3.0000000000000004,1.5000000000000002,0.7000000000000002,63.055999856531415,62.85199971306282,63.0877143062098,62.808856794433424
1620345694.182186,-110.94393920898438,32.24028396606445,62.78202563241012,8.195504756427766,0.0376164538529118,83.61645385291179,0.25,-7.756403805142213,1.9232046586747344,1.5,0.7000000000000001,62.92882687900744,62.831173120992574,62.98973079326869,62.771173120992565
1620345694.287203,-110.94393920898438,32.240299224853516,62.78000000000001,7.399008004137234,-0.010190632284382285,162.80936771561773,0.0,-6.0,1.0,3.0,-0.7000000000000001,63.0402456650683,63.050245665068296,62.85249096652501,62.93231575119879
1620345694.389219,-110.94393920898438,32.24031448364258,62.779999999999994,5.0,-0.0015972794283475968,171.4027205716524,0.0,-8.079701075838168,1.0,1.5000000000000002,0.7000000000000002,63.16827224098405,63.095602090369034,62.84801045184509,62.73465969876995
1620345694.482333,-110.94393920898438,32.24032974243164,62.82614956348688,7.217883457685423,0.17394386980619198,219.94386980619197,0.0,-8.0,0.0,1.4999999999999998,0.6000000000000001,63.34567360430949,62.873428256611156,62.73934647404507,62.87159182174338
1620345694.57634,-110.94393920898438,32.24034881591797,62.89,5.238305008384852,0.16269997319940804,141.27471771985225,0.0,-8.76169499161515,0.0,1.5,0.6000000000000001,63.112796259536516,63.01701002080692,63.057126252600874,62.86137875780259
1620345694.670353,-110.94393920898438,32.24036407470703,62.858497484508625,5.946348839701383,0.02556422023624674,71.56422023624674,0.2432936049626728,-10.973174419850691,0.0,1.5,0.5,63.13119351565635,63.435623775926764,62.89482809882252,63.053182708416905
1620345694.790409,-110.94393920898438,32.240379333496094,62.94000000000001,9.97790042133998,-0.08178711065941292,91.21288934058707,0.25,-7.9337012640199385,0.0,1.5,0.5,63.32910416165504,63.20596872744767,62.863437575174416,63.00447919172481
1620345694.894433,-110.94393920898438,32.24039840698242,62.92368383951125,6.123329363504035,0.13067504374878477,176.67504374878476,0.0,-4.876670636495963,0.0,1.5,0.5,63.262713836178136,63.07181415085343,62.75726399351578,63.05818584914656
1620345694.983391,-110.94393920898438,32.240413665771484,62.93357763371535,0.160165414602934,0.022381792200495864,68.38179220049587,0.0,-8.271867668317652,0.0,1.5,0.4,63.30999999999998,63.25258276214086,63.11317145496086,63.127902872976506
1620345695.085453,-110.94393920898438,32.24042892456055,62.98707265425339,2.6663378222576157,0.11578610512938185,161.78610512938184,0.0,-5.333662177742384,0.0,1.5000000000000002,0.4000000000000001,63.28609692288526,63.089219384577056,63.159145384327886,62.675390307711474
1620345695.180466,-110.94393920898438,32.24044418334961,63.05640917782027,6.133740051104617,0.0781518519833801,124.1518519833801,0.0,-7.000000000000001,0.0,1.5,0.4,63.24101488264185,63.40670163141398,63.068731396697686,63.20847767603721
1620345695.28548,-110.94393920898438,32.24046325683594,63.012584317032044,8.423810223986669,-0.1154694470260223,57.53055297397769,0.0,-7.355952555996668,0.0,1.5,0.4,63.36678565629856,63.52789274696727,62.99617864681188,63.022464221928416
1620345695.3895,-110.9439468383789,32.240478515625,62.9653973041981,10.505778966472443,0.09357895792055855,139.57895792055854,0.0,-5.247110516763779,0.0,1.5,0.4000000000000001,63.25000000000001,63.097040613324275,63.3,63.02756562666794
