Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed
1621178623.439354,-110.84479522705078,32.30680847167969,14.850000000000001,6.0,-0.021,152.0,0.25,3.0,3.5,6.0,0.0,15.025000000000006,14.89,14.845000000000006,14.985
1621178623.533492,-110.84480285644531,32.30680465698242,14.82,9.0,-0.1805,248.5,0.625,-1.5,2.0,6.0,-0.1,14.89,14.894999999999996,14.89,14.755000000000003
1621178623.631506,-110.84480285644531,32.30680465698242,14.790000000000001,-6.0,-0.14900000000000002,152.0,0.75,-3.0,1.0,6.0,0.0,14.864999999999995,14.894999999999996,14.935000000000002,14.799999999999997
1621178623.736521,-110.84481048583984,32.306800842285156,14.74,-10.5,-0.0335,139.5,0.75,-1.5,1.0,6.0,0.6500000000000001,14.844999999999999,14.900000000000006,14.989999999999995,14.86
1621178623.834528,-110.84481048583984,32.306800842285156,14.765,-4.5,-0.007,166.0,0.625,0.5,8.0,7.5,-0.25,14.840000000000003,14.905000000000001,14.785000000000004,14.86
1621178623.950675,-110.84481048583984,32.30679702758789,14.71,7.0,-0.20900000000000002,92.0,0.5,-0.5,2.5,7.5,-0.1,14.770000000000003,14.844999999999999,14.730000000000004,14.790000000000006
1621178624.122798,-110.84481811523438,32.306793212890625,14.68,0.5,-0.03900000000000001,134.0,0.75,-1.0,1.0,7.5,-0.1,14.765,14.770000000000003,14.700000000000003,14.649999999999999
1621178624.231104,-110.8448257446289,32.30678939819336,14.600000000000001,-3.5,-0.0685,104.5,0.75,-1.0,1.0,7.5,0.05,14.670000000000002,14.695,14.71,14.54
1621178624.332107,-110.8448257446289,32.30678939819336,14.51,-13.0,-0.1095,63.5,1.125,-1.5,1.0,7.5,0.35000000000000003,14.505000000000003,14.685000000000002,14.735,14.515
1621178624.425203,-110.84483337402344,32.306785583496094,14.485,-5.0,-0.0475,125.5,0.75,-3.5,17.0,9.0,0.15000000000000002,14.540000000000006,14.635000000000005,14.620000000000005,14.540000000000006
1621178624.53227,-110.84483337402344,32.30678176879883,14.46,1.0,-0.069,104.0,0.75,-4.5,20.5,12.0,-0.6000000000000001,14.490000000000002,14.599999999999994,14.560000000000002,14.620000000000005
1621178624.628266,-110.84484100341797,32.30678176879883,14.4,13.0,-0.227,201.5,1.25,-6.0,7.5,12.0,0.35000000000000003,14.550000000000004,14.530000000000001,14.454999999999998,14.384999999999998
1621178624.73442,-110.84484100341797,32.30677795410156,14.43,-7.0,-0.060000000000000005,113.0,1.25,-4.0,17.0,13.5,0.2,14.475000000000001,14.5,14.469999999999999,14.364999999999995
