Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed,LongDelEst,LatDelEst,LongVelEst,LatVelEst
1615582524.677712,-110.95664978027344,32.23622131347656,13.962507174536917,-22.608033158039746,1.3042639361967268,75.26393619672675,-15.086997927622516,24.652008289509936,-1.0,-151.5,-0.4,14.92198554479749,13.483971089594975,13.35997590799582,14.642009636801676,1.9604791437430893,-0.06921401289560442,3.877668672026417,-0.07583052675752343
1615582524.777777,-110.95664978027344,32.23622131347656,14.352914573455532,-32.265171891333196,1.0542373532369653,80.2373532369655,-14.75,20.265171891333196,-1.0,-151.5,-0.5,15.239999999999995,13.876340164131108,13.766340164131108,15.116340164131119,2.004861941997181,-0.12253647043902492,3.9828770312482638,-0.18163698347079033
1615582524.877785,-110.95665740966797,32.23622512817383,14.701825745208295,-27.83551846028349,1.3604188584354022,131.41885843540197,-15.000000000000002,19.35443980753544,-6.0,-152.99999999999997,0.39999999999999997,15.713948311957067,14.286051688042932,14.04605168804293,15.255793247828281,2.1011143018580407,-0.18549095956053094,4.073463070485759,-0.29105798321039966
1615582524.979783,-110.95665740966797,32.23622512817383,15.094494087360303,-25.77146323254946,0.8158486594838387,96.56114352531291,-16.25,16.50858529301978,-9.47231132661942,-153.0,-0.5618077831654856,16.078850772303262,14.525134363071015,14.36513436307101,15.739119498445282,1.9888589021368857,-0.23171714623357664,4.172251164502819,-0.41631217364021944
1615582525.074813,-110.9566650390625,32.236228942871094,15.362919686313708,-45.07653987615811,1.0706907073014058,96.69070730140604,-16.499999999999996,18.0,-18.0,-154.68264425261245,-0.4538845979100409,16.412552432048955,14.84976300270474,14.772552432048954,16.265578858688425,2.1418218430963254,-0.31109988880535877,4.23262834648669,-0.5393990632018213
1615582525.174971,-110.9566650390625,32.23623275756836,15.863259207363479,-42.460594121250715,1.0873449001305802,113.29970498621657,-17.0,17.07881175749859,-16.0,-157.5,0.38749477206189875,16.94394815992175,15.315264213229002,15.042632106614507,16.552632106614496,2.300300739675645,-0.40628122906369935,4.3519513930120945,-0.6838562292940794
1615582525.279983,-110.95667266845703,32.236236572265625,16.27455575653757,-46.32103774287204,0.9162441606714629,197.24416067146282,-17.943419811906004,14.226320752375988,-7.406834268977302,-157.50000000000003,-0.30000000000000004,17.474673789497615,15.688804273698569,15.175869515799048,16.976467378949767,2.059057682169122,-0.43004894803121774,4.442229206200524,-0.8442871788308581
1615582525.372113,-110.95667266845703,32.236236572265625,16.699435842676635,-45.07680357548308,0.963194097710176,244.19409771017607,-18.5,18.769278569806765,-5.0,-159.0,0.7000000000000001,17.744961407003323,16.08328187600444,15.494961407003327,17.518166097014422,2.4309012572294115,-0.5900396817162827,4.527997363901627,-0.999977071627908
1615582525.479152,-110.95668029785156,32.23624038696289,17.116021460406984,-29.48328002326258,1.055082939381246,80.82376877505834,-19.685410002907823,21.0,-2.4705571389169805,-159.0,0.5,18.27705162532882,16.471641300263055,15.729513575723411,18.05623097519729,1.8429789880952114,-0.5101862613175299,4.60468121452868,-1.189092094636827
1615582525.559143,-110.95668029785156,32.236244201660156,17.45252538805254,-38.95934679845294,1.2009877919126004,163.57044396377898,-20.0,24.780489901160294,-2.0,-159.0,0.2,18.74966290604499,16.84666129434999,16.78666129434999,18.439999999999998,2.819119036163496,-0.8868251581379232,4.65847261153207,-1.3415443735115613
1615582525.679288,-110.9566879272461,32.23624801635742,18.091921406119397,-56.48396998635744,1.5301928972235044,110.5452911312459,-19.750000000000004,24.258015006821285,-2.0,-159.0,0.20000000000000004,19.341217917022522,17.56845439834585,17.255690879669174,18.835690879669173,2.445085233902951,-0.8732413094781406,4.770774375836176,-1.590913545301854
1615582525.781302,-110.9566879272461,32.23625183105469,18.643046798465623,-65.5366711380198,1.1375080827599207,163.5080827599208,-20.0,20.8455570460066,-1.0,-159.0,0.0,19.850197032020542,18.15794332204623,17.68039406404109,19.425689612071896,2.42996455925503,-0.9657158106070058,4.8521818922107025,-1.8106136501722456
1615582525.881311,-110.95669555664062,32.23625564575195,19.11242238347297,-70.66940032610665,1.4208304987904063,191.83049879040593,-20.70867504076333,24.165299836946676,-1.0,-159.0,-0.2,20.440569120409133,18.610569120409135,18.055853680613694,20.115853680613696,2.2629846581782793,-0.9926168767558146,4.904275313997564,-2.0297623681356227
1615582525.973329,-110.95669555664062,32.23625946044922,19.683768967728152,-62.11538650910881,1.4663003339437681,237.30033394376815,-21.610576686361394,25.0,-1.0,-159.00000000000003,-0.20000000000000004,21.058481361197405,18.957975148263195,18.377468935329002,20.61746893532901,2.609285730326487,-1.2616953299652591,4.975765280395909,-2.261170909782737
1615582526.078351,-110.95670318603516,32.236263275146484,20.162872405190218,-58.298847662141775,1.4367448645287801,207.74486452878017,-22.17528808446455,25.0,-1.0,-159.0,0.0,21.544253427112267,19.428506854224533,18.953755711853784,21.305248857629245,2.5927357416187036,-1.3862248043126586,5.003152997202023,-2.5205619777663704
1615582526.182363,-110.95670318603516,32.23626708984375,20.69138692359654,-61.10316076164084,1.5444828144239229,60.48281442392261,-22.75,24.20632152328165,-1.0,-159.0,0.2,22.14422428490245,20.067112142451215,19.54566821367683,21.52021500284145,2.2385624748182806,-1.3108361056019877,5.0229868341289645,-2.7936034244635404
1615582526.271777,-110.95670318603516,32.236270904541016,21.19842261065689,-60.0,1.21425565223723,212.10077547602577,-23.25,22.0,1.0,-157.81740161875527,-0.4037584891617826,22.572198712925363,20.439999999999998,19.91294388639548,22.00414903469403,2.569679674647759,-1.6417733916220598,5.038266128799174,-3.044026154219497
